问题触发时间,地市,区县,TAC(LAC),数据来源,问题归类(二级),类别要素,主指标表征值,处理优先级,是否为FDD站点,是否指纹库智能分析系统运算,是否列为白名单,是否为性能交维站点,资管生命周期状态,劣化次数,告警触发次数,日均流量(GB),业务要素,场景要素,覆盖类型,覆盖场景,中心经度,中心维度,厂家名称,自愈状态
7月,宁波,余姚,26700,北向性能,无线切换质差,质量,93.02,高,否,否,是,是,现网,3,3,0.02,数据,室外,室外,乡镇,121.163,30.089,诺基亚,自愈
9月,宁波,海曙,26583,北向性能,无线切换质差,质量,91.35,高,否,否,否,否,工程,4,4,0.01,数据,高校,室外,高校,121.501,29.865,诺基亚,自愈
10月,宁波,象山,26439,北向性能,无线切换质差,质量,71.57,高,否,是,否,是,现网,5,7,0.02,数据,室外,室外,商业中心,121.865,29.467,中兴,自愈
8月,宁波,余姚,26562,北向性能,无线接通质差,质量,96.33,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,121.124,30.056,诺基亚,自愈
7月,宁波,海曙,26583,北向性能,无线切换质差,质量,94.08,高,否,否,否,是,现网,3,3,0,数据,室外,室外,乡镇,121.484,29.868,诺基亚,自愈
7月,宁波,慈溪,22338,北向性能,无线切换质差,质量,92.81,高,否,否,否,是,现网,3,3,0.03,数据,室外,室外,乡镇,121.513,30.089,诺基亚,自愈
9月,宁波,鄞州,22723,北向性能,无线切换质差,质量,94.7,中,否,否,否,是,现网,3,1,0.01,数据,室外,室外,城区道路,121.583,29.889,诺基亚,自愈
9月,宁波,江北,26440,北向性能,无线切换质差,质量,90.95,中,否,否,否,是,现网,4,1,0,数据,室外,室外,城区道路,121.574,29.898,诺基亚,自愈
9月,宁波,江北,26440,北向性能,无线切换质差,质量,92.82,高,否,否,否,是,现网,3,3,0,数据,室外,室外,城区道路,121.574,29.898,诺基亚,自愈
10月,宁波,鄞州,22477,北向性能,VOLTE丢包质差,质量,3.95,高,否,否,否,是,现网,3,3,0,语音,室外,室外,城区道路,121.574,29.763,诺基亚,自愈
8月,宁波,鄞州,26560,北向性能,无线切换质差,质量,92.65,高,否,否,否,否,工程,3,3,0,数据,高校,室外,高校,121.555,29.816,诺基亚,自愈
8月,宁波,海曙,26579,北向性能,无线切换质差,质量,93.95,中,否,否,否,是,现网,3,1,0,数据,室分,室内,城区道路,121.518,29.847,诺基亚,自愈
9月,宁波,北仑,26701,SEQ,CSFB回落质差,质量,96.32,高,否,否,否,是,现网,3,2,0.04,语音,室外,室外,低层居民区,121.84,29.907,诺基亚,自愈
9月,宁波,北仑,26701,SEQ,CSFB回落质差,质量,96.28,中,否,否,否,是,现网,3,1,0.04,语音,室外,室外,低层居民区,121.84,29.907,诺基亚,自愈
10月,宁波,北仑,22346,北向性能,无线切换质差,质量,83.42,高,否,否,否,是,现网,5,5,0.05,数据,室外,室外,低层居民区,121.827,29.91,诺基亚,自愈
7月,宁波,北仑,26703,北向性能,无线切换质差,质量,88.94,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,城区道路,121.794,29.926,诺基亚,自愈
7月,宁波,北仑,26561,北向性能,无线切换质差,质量,92.95,中,否,否,否,是,现网,3,1,0.01,数据,室外,室外,工业园区,121.796,29.904,诺基亚,自愈
9月,宁波,鄞州,22477,北向性能,无线接通质差,质量,87.09,高,否,是,否,是,现网,4,2,0.01,数据,高校,室外,高校,121.571,29.81,诺基亚,自愈
9月,宁波,鄞州,22477,北向性能,无线接通质差,质量,87.09,中,否,否,否,是,现网,4,1,0.01,数据,高校,室外,高校,121.571,29.81,诺基亚,自愈
8月,宁波,余姚,22604,北向性能,无线切换质差,质量,93.36,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,中小学,121.162,30.043,诺基亚,自愈
7月,宁波,象山,26439,北向性能,无线切换质差,质量,94.35,高,否,否,否,是,现网,3,2,0.02,数据,小微站,室外,低层居民区,121.882,29.474,中兴,自愈
10月,宁波,北仑,26585,SEQ,CSFB回落质差,质量,93.28,高,否,否,否,是,现网,3,3,0.05,语音,室外,室外,城区道路,121.783,29.908,诺基亚,自愈
10月,宁波,余姚,26699,实时性能告警,实时性能持续质差,质量,3,中,否,否,否,是,现网,1,1,0.03,数据,室外,室外,工业园区,120.996,30.083,诺基亚,自愈
9月,宁波,北仑,26585,SEQ,CSFB回落质差,质量,90.9,中,否,否,否,是,现网,6,1,0.04,语音,室外,室外,乡镇,121.783,29.908,诺基亚,自愈
7月,宁波,江北,22730,北向性能,无线切换质差,质量,81.47,高,否,否,否,否,工程,5,2,0,数据,室外,室外,城区道路,121.598,29.929,诺基亚,自愈
10月,宁波,镇海,26395,北向性能,VOLTE接通质差,质量,94.96,高,否,否,否,是,现网,4,3,0.01,语音,小微站,室外,城区道路,121.702,29.957,诺基亚,自愈
9月,宁波,海曙,26569,北向性能,无线切换质差,质量,89.41,高,否,否,否,是,维护,3,2,0.01,数据,高校,室内,高校,121.502,29.867,诺基亚,自愈
9月,宁波,海曙,26583,北向性能,无线切换质差,质量,90.16,中,否,否,否,是,维护,3,1,0.01,数据,高校,室内,高校,121.502,29.867,诺基亚,自愈
9月,宁波,江北,26440,北向性能,VOLTE接通质差,质量,92.16,高,否,否,否,是,现网,3,1,0,语音,小微站,室外,风景区,121.557,29.88,诺基亚,自愈
8月,宁波,北仑,26398,北向性能,无线接通质差,质量,94.93,高,否,否,否,是,现网,3,3,0,数据,室外,室外,写字楼,122.113,29.875,诺基亚,自愈
9月,宁波,海曙,26442,北向性能,无线切换质差,质量,80.09,高,否,否,否,否,工程,3,3,0,数据,山区,室外,山农牧林,121.158,29.765,诺基亚,自愈
10月,宁波,象山,22466,北向性能,无线切换质差,质量,91.1,高,否,否,否,是,现网,5,5,0.01,数据,室外,室外,村庄,121.875,29.214,中兴,自愈
10月,宁波,象山,22607,北向性能,无线切换质差,质量,92.58,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,乡镇,121.949,29.064,中兴,自愈
10月,宁波,象山,22607,北向性能,无线切换质差,质量,92.35,高,否,是,否,是,现网,4,13,0,数据,室外,室外,城区道路,121.826,29.063,中兴,自愈
9月,宁波,象山,22607,北向性能,无线切换质差,质量,93.74,中,否,否,否,是,现网,3,1,0,数据,室外,室外,村庄,121.924,29.111,中兴,自愈
10月,宁波,象山,22607,北向性能,无线切换质差,质量,91.57,高,否,否,否,是,现网,3,6,0,数据,室外,室外,村庄,121.924,29.111,中兴,自愈
10月,温州,龙湾,26611,北向性能,无线切换质差,质量,93.15,高,否,是,否,是,现网,5,9,0.01,数据,室外,室外,工业园区,120.818,27.876,华为,自愈
10月,温州,龙湾,26611,北向性能,无线切换质差,质量,93.26,高,否,是,否,是,现网,5,5,0.01,数据,室外,室外,工业园区,120.818,27.876,华为,自愈
9月,温州,苍南,26619,SEQ,CSFB回落质差,互操作,90.89,高,否,否,否,是,现网,4,6,0.02,语音,小微站,室外,乡镇,120.411,27.517,华为,自愈
7月,温州,苍南,26619,SEQ,CSFB回落质差,质量,94.06,中,否,否,否,是,现网,4,1,0.02,语音,室外,室外,乡镇,120.411,27.517,华为,自愈
8月,温州,苍南,26619,SEQ,CSFB回落质差,互操作,94.35,高,否,否,否,是,现网,3,3,0.02,语音,小微站,室外,乡镇,120.411,27.517,华为,自愈
10月,温州,苍南,26619,SEQ,CSFB回落质差,互操作,90.44,高,否,否,否,是,现网,3,16,0.02,语音,小微站,室外,乡镇,120.411,27.517,华为,自愈
9月,温州,瑞安,26622,SEQ,CSFB回落质差,质量,95.46,高,否,否,否,是,现网,3,3,0.03,语音,室外,室外,低层居民区,120.681,27.791,华为,自愈
8月,温州,瑞安,26622,SEQ,CSFB回落质差,质量,92.57,高,否,否,否,是,现网,4,4,0.03,语音,室外,室外,低层居民区,120.681,27.791,华为,自愈
10月,温州,瓯海,22657,北向性能,无线接通质差,质量,95.4,高,否,是,否,是,现网,3,3,0,数据,室外,室外,低层居民区,120.598,27.997,华为,自愈
10月,温州,瓯海,22658,北向性能,无线切换质差,质量,90.48,高,否,是,否,是,现网,4,7,0,数据,室外,室外,中小学,120.628,27.988,华为,自愈
10月,温州,瓯海,22749,北向性能,无线切换质差,质量,88.7,高,否,否,否,是,现网,3,3,0,数据,室外,室外,风景区,120.438,28.016,华为,自愈
10月,温州,瓯海,22749,北向性能,无线切换质差,质量,89.73,高,否,否,否,是,现网,3,3,0,数据,室外,室外,风景区,120.438,28.016,华为,自愈
9月,温州,乐清,22670,SEQ,CSFB回落质差,质量,92.89,高,否,否,否,是,现网,5,19,0.03,语音,室外,室外,低层居民区,120.9,28.056,华为,自愈
8月,温州,乐清,22670,SEQ,CSFB回落质差,质量,94.44,高,否,否,否,是,现网,3,3,0.03,语音,室外,室外,低层居民区,120.9,28.056,华为,自愈
10月,温州,瑞安,26494,北向性能,无线切换质差,质量,88.88,高,否,是,否,是,现网,5,7,0,数据,室外,室外,村庄,120.696,27.864,华为,自愈
10月,温州,瑞安,26494,北向性能,无线切换质差,质量,89.81,高,否,是,否,是,现网,5,7,0.03,数据,室外,室外,村庄,120.696,27.864,华为,自愈
10月,温州,平阳,22392,北向性能,RRC重建比质差,质量,21.02,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,乡镇,120.188,27.653,华为,自愈
8月,温州,平阳,22667,北向性能,RRC重建比质差,质量,8.46,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,乡镇,120.522,27.717,华为,自愈
9月,温州,平阳,26608,SEQ,CSFB回落质差,质量,93.32,高,否,否,否,是,现网,3,16,0.03,语音,室外,室外,村庄,120.584,27.697,华为,自愈
8月,温州,平阳,26608,SEQ,CSFB回落质差,质量,83.64,高,否,否,否,是,现网,4,4,0.03,语音,室外,室外,村庄,120.584,27.697,华为,自愈
7月,温州,苍南,26801,北向性能,无线接通质差,质量,90.45,高,否,否,否,是,现网,5,4,0.01,数据,室外,室外,村庄,120.442,27.231,华为,自愈
7月,温州,苍南,26801,北向性能,无线接通质差,质量,94.64,中,否,否,否,是,现网,3,1,0,数据,室外,室外,村庄,120.442,27.231,华为,自愈
9月,温州,苍南,22493,SEQ,CSFB回落质差,质量,93.79,高,否,否,否,是,现网,3,3,0.01,语音,室外,室外,广场公园,120.195,27.504,华为,自愈
7月,温州,瓯海,22659,北向性能,无线切换质差,质量,93.15,中,否,否,否,是,现网,3,1,0.01,数据,室外,室外,村庄,120.377,28.052,华为,自愈
10月,温州,永嘉,22526,北向性能,SRVCC切换质差,互操作,91.7,高,否,是,否,是,现网,3,2,0,语音,室外,室外,村庄,120.564,28.225,华为,自愈
10月,温州,永嘉,26747,SEQ,CSFB回落质差,质量,90.57,高,否,否,否,是,现网,3,3,0.03,语音,室外,室外,村庄,120.837,28.264,华为,自愈
9月,温州,永嘉,22526,北向性能,无线切换质差,质量,89.75,中,否,否,否,是,现网,3,1,0.01,数据,山区,室外,山农牧林,120.474,28.221,华为,自愈
9月,温州,永嘉,22513,SEQ,CSFB回落质差,质量,96.27,中,否,否,否,是,现网,3,1,0.04,语音,室外,室外,党政军机关,120.684,28.159,华为,自愈
9月,温州,乐清,26609,SEQ,CSFB回落质差,质量,82.65,高,否,否,否,是,现网,4,4,0.04,语音,室外,室外,村庄,120.922,28.047,华为,自愈
10月,温州,乐清,26492,北向性能,SRVCC切换质差,互操作,92.44,高,否,否,否,是,现网,3,4,0.01,语音,山区,室外,山农牧林,121.205,28.434,华为,自愈
9月,温州,瑞安,26742,北向性能,无线接通质差,质量,82.72,高,否,是,否,是,现网,5,4,0,数据,山区,室外,山农牧林,120.306,27.754,华为,自愈
8月,温州,瑞安,26742,北向性能,无线接通质差,质量,76.56,高,否,否,否,是,现网,7,4,0,数据,室外,室外,乡镇,120.306,27.754,华为,自愈
9月,温州,瑞安,26622,SEQ,CSFB回落质差,质量,94.97,高,否,否,否,是,现网,3,4,0.02,语音,室外,室外,低层居民区,120.678,27.771,华为,自愈
7月,温州,平阳,22392,北向性能,无线掉线质差,质量,1.93,高,否,是,否,是,现网,3,3,0,数据,室外,室外,风景区,120.271,27.575,华为,自愈
8月,温州,平阳,22392,SEQ,CSFB回落质差,互操作,94.96,中,否,否,是,是,现网,3,1,0.04,语音,小微站,室外,村庄,120.244,27.657,华为,自愈
10月,温州,平阳,26608,北向性能,无线切换质差,质量,85.51,高,否,是,否,是,现网,3,3,0.01,数据,海域,室外,近水近海域,121.097,27.456,华为,自愈
9月,温州,平阳,22392,北向性能,无线接通质差,质量,69.87,高,否,是,否,是,现网,5,5,0,数据,山区,室外,山农牧林,120.246,27.544,华为,自愈
8月,温州,平阳,22392,SEQ,CSFB回落质差,互操作,84.9,高,否,否,是,是,现网,4,4,0.04,语音,山区,室外,山农牧林,120.304,27.555,华为,自愈
9月,温州,平阳,22392,北向性能,无线掉线质差,质量,2.22,中,否,否,否,是,现网,3,1,0,数据,室外,室外,低层居民区,120.304,27.555,华为,自愈
9月,温州,苍南,22671,SEQ,CSFB回落质差,质量,95.04,中,否,否,否,是,现网,3,1,0.03,语音,室外,室外,乡镇,120.558,27.573,华为,自愈
8月,温州,苍南,22671,SEQ,CSFB回落质差,质量,93.76,高,否,否,否,是,现网,3,3,0.02,语音,室外,室外,乡镇,120.558,27.573,华为,自愈
10月,温州,苍南,22671,SEQ,CSFB回落质差,质量,94.84,高,否,否,否,是,现网,3,3,0.02,语音,室外,室外,乡镇,120.558,27.573,华为,自愈
8月,温州,苍南,22669,北向性能,无线掉线质差,质量,4.88,高,否,是,否,是,现网,6,4,0,数据,室外,室外,村庄,120.309,27.412,华为,自愈
9月,温州,苍南,26801,北向性能,无线切换质差,质量,90.28,中,否,否,否,是,现网,3,1,0,数据,山区,室外,山农牧林,120.577,27.417,华为,自愈
8月,温州,苍南,22493,SEQ,CSFB回落质差,质量,86.88,高,否,否,否,是,现网,3,3,0.02,语音,室外,室外,风景区,120.305,27.521,华为,自愈
10月,温州,鹿城,26620,北向性能,无线掉线质差,质量,3.52,高,否,是,否,是,现网,4,15,0,数据,室外,室外,码头,120.703,28.021,华为,自愈
10月,温州,鹿城,26620,北向性能,无线掉线质差,质量,2.14,高,否,是,否,是,现网,3,12,0,数据,室外,室外,码头,120.703,28.021,华为,自愈
10月,温州,泰顺,22748,北向性能,RRC重建比质差,质量,9.63,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,119.941,27.499,华为,自愈
10月,温州,文成,22495,北向性能,无线掉线质差,质量,5.17,高,否,是,否,是,现网,4,8,0,数据,山区,室外,山农牧林,120.117,27.892,华为,自愈
10月,温州,鹿城,22521,北向性能,无线切换质差,质量,93.02,高,否,是,否,是,现网,4,7,0,数据,室外,室外,低层居民区,120.694,27.985,华为,自愈
7月,温州,鹿城,26489,北向性能,无线切换质差,质量,91.86,中,否,否,否,是,现网,3,1,0.01,数据,室外,室外,低层居民区,120.704,28.014,华为,自愈
7月,温州,鹿城,26483,北向性能,无线切换质差,质量,90.46,高,否,否,否,是,现网,4,4,0.04,数据,室外,室外,村庄,120.601,28.028,华为,自愈
7月,温州,鹿城,26483,北向性能,RRC重建比质差,质量,14.98,高,否,否,否,是,现网,4,4,0.04,数据,室外,室外,村庄,120.601,28.028,华为,自愈
9月,温州,瓯海,26613,SEQ,CSFB回落质差,质量,86.54,高,否,否,否,是,现网,6,19,0.03,语音,室分,室内,城区道路,120.615,28.003,华为,自愈
8月,温州,瓯海,26613,SEQ,CSFB回落质差,质量,87.07,高,否,否,否,是,现网,3,3,0.02,语音,室分,室内,城区道路,120.615,28.003,华为,自愈
10月,温州,鹿城,26489,SEQ,CSFB回落质差,质量,94.3,高,否,否,否,是,现网,4,14,0.02,语音,室外,室外,低层居民区,120.712,28.006,华为,自愈
10月,温州,苍南,26749,SEQ,CSFB回落质差,质量,93.87,高,否,否,否,是,现网,5,5,0.03,语音,室外,室外,乡镇,120.623,27.488,华为,自愈
10月,温州,苍南,26749,SEQ,CSFB回落质差,质量,92.48,高,否,否,否,是,现网,5,7,0.02,语音,室外,室外,乡镇,120.623,27.488,华为,自愈
8月,温州,龙湾,22394,北向性能,无线切换质差,质量,81.44,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,低层居民区,120.8,27.88,华为,自愈
9月,温州,乐清,22649,SEQ,CSFB回落质差,质量,86.35,高,否,否,否,是,现网,4,4,0.04,语音,室外,室外,工业园区,120.915,28.002,华为,自愈
9月,温州,乐清,22670,SEQ,CSFB回落质差,质量,93.04,高,否,否,否,是,现网,3,3,0.02,语音,室外,室外,低层居民区,120.899,28.047,华为,自愈
10月,温州,乐清,22653,北向性能,RRC重建比质差,质量,14.68,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,120.878,28.041,华为,自愈
10月,温州,鹿城,26493,北向性能,无线切换质差,质量,87.45,高,否,是,否,是,现网,5,11,0.02,数据,室外,室外,城区道路,120.675,27.992,华为,自愈
9月,温州,瑞安,26742,北向性能,无线接通质差,质量,93.51,高,否,是,否,是,现网,5,4,0.01,数据,室外,室外,村庄,120.312,27.774,华为,自愈
10月,温州,平阳,22645,北向性能,无线切换质差,质量,85.68,高,否,是,否,是,现网,5,9,0.02,数据,室分,室内,国道省道,120.553,27.659,华为,自愈
9月,温州,乐清,26492,北向性能,无线切换质差,质量,93.94,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,村庄,121.108,28.345,华为,自愈
8月,温州,乐清,26492,SEQ,CSFB回落质差,质量,88.77,高,否,否,是,是,现网,3,3,0.02,语音,室外,室外,村庄,121.108,28.345,华为,自愈
10月,温州,乐清,26492,SEQ,CSFB回落质差,质量,86.66,高,否,否,否,是,现网,3,15,0.02,语音,室外,室外,村庄,121.108,28.345,华为,自愈
9月,温州,乐清,26609,SEQ,CSFB回落质差,质量,87.64,高,否,否,否,是,现网,4,5,0.04,语音,室外,室外,工业园区,120.979,28.027,华为,自愈
8月,温州,乐清,22662,SEQ,CSFB回落质差,质量,85.37,高,否,否,否,是,现网,4,4,0.05,语音,室外,室外,村庄,120.966,28.066,华为,自愈
9月,温州,乐清,26609,SEQ,CSFB回落质差,质量,83.73,高,否,否,否,是,现网,3,4,0.02,语音,室外,室外,工业园区,120.995,28.062,华为,自愈
10月,温州,龙湾,26611,北向性能,无线切换质差,质量,89.99,高,否,是,否,是,现网,5,9,0,数据,室外,室外,工业园区,120.818,27.876,华为,自愈
8月,温州,平阳,22667,SEQ,CSFB回落质差,质量,92.19,高,否,否,否,是,现网,3,3,0.02,语音,室外,室外,集贸市场,120.553,27.61,华为,自愈
9月,温州,瑞安,26808,SEQ,CSFB回落质差,质量,90.97,高,否,否,否,是,现网,6,9,0.05,语音,室外,室外,城区道路,120.654,27.783,华为,自愈
9月,温州,瑞安,26808,SEQ,CSFB回落质差,质量,90.97,中,否,否,否,是,现网,6,1,0.05,语音,室外,室外,城区道路,120.654,27.783,华为,自愈
9月,温州,瑞安,26808,SEQ,CSFB回落质差,质量,95.55,高,否,否,否,是,现网,3,4,0.02,语音,室外,室外,城区道路,120.654,27.783,华为,自愈
9月,温州,乐清,22662,SEQ,CSFB回落质差,质量,76.84,高,否,否,否,是,现网,4,2,0.04,语音,室外,室外,工业园区,120.999,28.082,华为,自愈
9月,温州,乐清,22662,SEQ,CSFB回落质差,质量,71.13,中,否,否,否,是,现网,3,1,0.04,语音,室外,室外,工业园区,120.999,28.082,华为,自愈
9月,温州,乐清,22662,SEQ,CSFB回落质差,质量,80.69,高,否,否,否,是,现网,3,4,0.03,语音,室外,室外,工业园区,120.999,28.082,华为,自愈
9月,温州,乐清,26609,SEQ,CSFB回落质差,质量,82.65,高,否,否,否,是,现网,3,4,0.04,语音,室外,室外,工业园区,120.982,28.061,华为,自愈
9月,温州,乐清,22662,SEQ,CSFB回落质差,互操作,81.25,高,否,否,否,是,现网,4,4,0.02,语音,高速,室外,高速公路,120.948,28.074,华为,自愈
9月,温州,瑞安,26736,北向性能,SRVCC切换质差,互操作,94.19,中,否,否,否,是,现网,3,1,0.01,语音,室外,室外,村庄,120.621,27.819,华为,自愈
9月,温州,平阳,22491,北向性能,SRVCC切换质差,互操作,89.3,中,否,是,否,是,现网,3,1,0,语音,山区,室外,山农牧林,120.422,27.634,华为,自愈
7月,温州,泰顺,22481,北向性能,无线接通质差,质量,88.1,高,否,否,否,是,现网,5,8,0,数据,室外,室外,村庄,119.98,27.384,华为,自愈
7月,温州,乐清,22516,北向性能,无线掉线质差,质量,2.04,高,否,是,否,是,现网,3,4,0,数据,室外,室外,低层居民区,120.907,28.128,华为,自愈
7月,温州,瑞安,26742,北向性能,无线掉线质差,质量,2.31,高,否,是,否,是,现网,3,3,0,数据,室外,室外,村庄,120.312,27.836,华为,自愈
9月,温州,泰顺,22748,北向性能,无线切换质差,质量,92,中,否,否,否,是,现网,3,1,0,数据,室外,室外,村庄,119.949,27.492,华为,自愈
9月,温州,永嘉,22750,北向性能,RRC重建比质差,质量,39.82,高,否,否,否,是,现网,4,4,0,数据,山区,室外,山农牧林,120.743,28.569,华为,自愈
9月,温州,瑞安,26622,SEQ,CSFB回落质差,质量,94.89,高,否,否,否,是,现网,3,4,0.06,语音,室外,室外,工业园区,120.688,27.778,华为,自愈
9月,温州,瑞安,26622,SEQ,CSFB回落质差,质量,94.1,高,否,否,否,是,现网,4,4,0.03,语音,室外,室外,工业园区,120.688,27.778,华为,自愈
7月,温州,苍南,22666,北向性能,无线切换质差,质量,93,高,否,否,否,是,现网,3,4,0.01,数据,室外,室外,乡镇,120.52,27.489,华为,自愈
9月,温州,乐清,22653,SEQ,CSFB回落质差,质量,94.26,高,否,否,否,是,现网,4,4,0.07,语音,室外,室外,低层居民区,120.876,28.049,华为,自愈
8月,温州,乐清,22653,SEQ,CSFB回落质差,质量,93.3,高,否,否,否,是,现网,3,3,0.07,语音,室外,室外,低层居民区,120.876,28.049,华为,自愈
9月,温州,乐清,22653,SEQ,CSFB回落质差,质量,91.04,高,否,否,否,是,现网,3,2,0.03,语音,室外,室外,低层居民区,120.876,28.049,华为,自愈
8月,温州,乐清,22653,SEQ,CSFB回落质差,质量,91.99,高,否,否,否,是,现网,3,3,0.03,语音,室外,室外,低层居民区,120.876,28.049,华为,自愈
9月,温州,乐清,22653,SEQ,CSFB回落质差,质量,95.18,高,否,否,否,是,现网,3,4,0.03,语音,室外,室外,低层居民区,120.876,28.049,华为,自愈
8月,温州,乐清,22653,SEQ,CSFB回落质差,质量,93.21,高,否,否,否,是,现网,3,3,0.03,语音,室外,室外,低层居民区,120.876,28.049,华为,自愈
9月,温州,乐清,22662,SEQ,CSFB回落质差,质量,77.97,中,否,否,否,是,现网,3,1,0.02,语音,室外,室外,村庄,120.963,28.095,华为,自愈
9月,温州,乐清,22662,SEQ,CSFB回落质差,质量,83.63,高,否,否,否,是,现网,4,4,0.03,语音,室外,室外,村庄,120.963,28.095,华为,自愈
9月,温州,乐清,22486,SEQ,CSFB回落质差,质量,80.9,高,否,否,否,是,现网,3,4,0.02,语音,室外,室外,工业园区,120.908,28.062,华为,自愈
10月,温州,瑞安,26743,北向性能,无线接通质差,质量,96.63,高,否,是,否,是,现网,3,7,0.01,数据,室外,室外,乡镇,120.585,27.766,华为,自愈
9月,温州,鹿城,26623,北向性能,无线切换质差,质量,85.5,高,否,是,否,是,现网,3,3,0,数据,室分,室内,工业园区,120.569,28.044,华为,自愈
10月,温州,鹿城,22664,北向性能,无线切换质差,质量,83.73,高,否,是,否,是,现网,4,8,0,数据,室分,室内,党政军机关,120.689,27.984,华为,自愈
9月,温州,乐清,22486,SEQ,CSFB回落质差,质量,83.52,高,否,否,否,是,现网,3,4,0.06,语音,室分,室内,工业园区,120.892,28.062,华为,自愈
9月,温州,乐清,22486,SEQ,CSFB回落质差,质量,74.53,高,否,否,否,是,现网,4,2,0.03,语音,室分,室内,工业园区,120.892,28.062,华为,自愈
9月,舟山,普陀,22434,北向性能,无线接通质差,质量,96.36,中,否,否,否,是,现网,3,1,0.01,数据,室外,室外,低层居民区,122.319,29.979,华为,自愈
7月,舟山,普陀,22434,北向性能,无线接通质差,质量,96.51,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,低层居民区,122.319,29.979,华为,自愈
9月,舟山,普陀,22447,北向性能,无线掉线质差,质量,2.53,中,否,否,否,是,现网,4,1,0,数据,室外,室外,村庄,122.758,30.143,华为,自愈
9月,舟山,普陀,22447,北向性能,无线切换质差,质量,82.07,中,否,否,否,是,现网,4,1,0,数据,室外,室外,村庄,122.758,30.143,华为,自愈
9月,舟山,嵊泗,22442,北向性能,RRC重建比质差,质量,17.93,中,否,否,否,是,现网,4,1,0.01,数据,室外,室外,码头,122.549,30.656,华为,自愈
8月,舟山,嵊泗,22442,北向性能,无线切换质差,质量,77.25,中,否,否,否,是,现网,4,1,0.01,数据,海域,室外,近水近海域,122.782,30.79,华为,自愈
9月,舟山,定海,22432,北向性能,无线切换质差,质量,92.47,中,否,否,否,是,现网,4,1,0.01,数据,室外,室外,村庄,122.032,30.192,华为,自愈
7月,舟山,岱山,26790,北向性能,无线掉线质差,质量,1.85,高,否,是,否,是,现网,3,3,0,数据,室外,室外,低层居民区,122.463,30.435,华为,自愈
9月,舟山,定海,26786,北向性能,无线接通质差,质量,96.09,高,否,是,否,是,现网,3,3,0,数据,室外,室外,低层居民区,122.173,30.072,华为,自愈
7月,杭州,上城,22547,SEQ,CSFB回落质差,质量,88.27,高,否,否,否,是,现网,3,3,0.03,语音,室分,室内,商业中心,120.16,30.258,华为,自愈
7月,杭州,萧山,22555,SEQ,CSFB回落质差,质量,94.55,高,否,否,否,是,现网,5,4,0.03,语音,室外,室外,村庄,120.278,30.212,华为,自愈
10月,杭州,萧山,22712,北向性能,无线切换质差,质量,89.12,高,否,是,否,是,现网,5,6,0.02,数据,室外,室外,村庄,120.549,30.369,华为,自愈
7月,杭州,建德,22700,北向性能,无线切换质差,质量,92.91,高,否,否,否,是,现网,3,3,0,数据,室外,室外,乡镇,119.298,29.5,中兴,自愈
10月,杭州,西湖,22300,北向性能,VOLTE丢包质差,质量,4.93,高,否,否,否,是,现网,3,5,0.01,语音,高校,室外,高校,120.029,30.225,华为,自愈
8月,杭州,滨江,22457,北向性能,无线掉线质差,质量,6.76,高,否,是,否,是,现网,5,10,0.01,数据,室外,室外,城区道路,120.179,30.175,华为,自愈
8月,杭州,滨江,22457,北向性能,无线切换质差,质量,91.07,高,否,否,否,是,现网,5,10,0.01,数据,室外,室外,城区道路,120.179,30.175,华为,自愈
9月,杭州,上城,22547,北向性能,VOLTE接通质差,质量,94.3,高,否,否,否,是,现网,3,7,0.01,语音,室外,室外,城区道路,120.163,30.258,华为,自愈
9月,杭州,上城,22547,北向性能,无线切换质差,质量,90.25,高,否,是,否,是,现网,3,3,0.01,数据,室外,室外,城区道路,120.163,30.258,华为,自愈
7月,杭州,西湖,22296,SEQ,CSFB回落质差,质量,94.73,高,否,否,否,是,现网,5,9,0.04,语音,室外,室外,企事业单位,120.11,30.159,华为,自愈
8月,杭州,萧山,22776,SEQ,CSFB回落质差,质量,89.17,高,否,否,否,是,现网,3,3,0.01,语音,室分,室内,写字楼,120.237,30.186,华为,自愈
10月,杭州,上城,22547,北向性能,无线切换质差,质量,86.54,高,否,是,否,是,现网,4,3,0.01,数据,室外,室外,风景区,120.157,30.256,华为,自愈
8月,杭州,江干,26643,北向性能,无线切换质差,质量,92.94,高,否,否,否,是,现网,4,3,0.02,数据,室外,室外,低层居民区,120.28,30.306,华为,自愈
7月,杭州,余杭,22717,SEQ,CSFB回落质差,质量,94.91,中,否,否,否,否,工程,4,1,0.02,语音,室外,室外,医院,120.301,30.403,华为,自愈
7月,杭州,淳安,22697,北向性能,RRC重建比质差,质量,40.17,高,否,否,否,是,现网,4,3,0,数据,室外,室外,乡镇,118.88,29.709,中兴,自愈
